area,distance,first_registration,fuel,price,search,title,url,year
9024 Tomasjord,18250,2023-07-24,Elektrisitet,457129,Tesla Model 3,Tesla Model 3 MODEL 3 158KW,https://www.finn.no/car/used/ad.html?finnkode=343476471,2022
7011 Trondheim,33400,2021-12-07,Elektrisitet,459900,Tesla Model 3,Tesla Model 3 Performance Long Range 567KM/ 513HK/Styling/ +++,https://www.finn.no/car/used/ad.html?finnkode=343462279,2022
5173 Loddefjord,42000,2021-06-28,Elektrisitet,357129,Tesla Model 3,Tesla Model 3 MODEL 3 158KW Long Range,https://www.finn.no/car/used/ad.html?finnkode=343481060,2021

3055 Krokstadelva,112000,2019-03-01,Elektrisitet,254147,Tesla Model 3,Tesla Model 3 Long Range AWD,https://www.finn.no/car/used/ad.html?finnkode=326096799,2019

3303 Hokksund,84500,2020-12-28,Elektrisitet,317129,Tesla Model 3,Tesla Model 3 Long Range AWD,https://www.finn.no/car/used/ad.html?finnkode=343527102,2021
2052 Jessheim,53000,2020-09-16,Elektrisitet,360000,Tesla Model 3,Tesla Model 3 Performance AWD,https://www.finn.no/car/used/ad.html?finnkode=343538984,2020

1364 Fornebu,21187,2021-12-20,Elektrisitet,427129,Tesla Model 3,Tesla Model 3 Long Range AWD,https://www.finn.no/car/used/ad.html?finnkode=341894596,2021
"Sørengkaia 73, 0194 Oslo",64700,2019-12-09,Elektrisitet,319000,Tesla Model 3,Tesla Model 3 Long Range AWD/HENGERFESTE/CHROME-DELETE/NY-EU,https://www.finn.no/car/used/ad.html?finnkode=343242452,2020
5174 Mathopen,49000,2021-06-22,Elektrisitet,324868,Tesla Model 3,Tesla Model 3 Standard Range Plus RWD Hvit Skinn,https://www.finn.no/car/used/ad.html?finnkode=320105925,2021
3033 Drammen,70800,2020-06-26,Elektrisitet,329000,Tesla Model 3,Tesla Model 3 MODEL 3 LR AWD,https://www.finn.no/car/used/ad.html?finnkode=338420067,2020
5783 Eidfjord,46200,2020-12-17,Elektrisitet,355000,Tesla Model 3,Tesla Model 3 Long Range AWD,https://www.finn.no/car/used/ad.html?finnkode=343260926,2021

"Flovegen 2, 6800 Førde",75800,2019-04-30,Elektrisitet,289900,Tesla Model 3,Tesla Model 3 Long Range AWD,https://www.finn.no/car/used/ad.html?finnkode=341377395,2019
5353 Straume,93491,2019-06-12,Elektrisitet,291900,Tesla Model 3,Tesla Model 3 Long Range AWD| EAP | Garanti,https://www.finn.no/car/used/ad.html?finnkode=343295633,2019
"HARALDS VEI 17, 1470 Lørenskog",53000,2020-12-19,Elektrisitet,359000,Tesla Model 3,"Tesla Model 3 LONG RANGE AWD/VARMEPUMPE/AP/ KROK/ 18""+18""",https://www.finn.no/car/used/ad.html?finnkode=343299803,2021
"Morenefaret 1, 4340 Bryne",83000,2019-07-29,Elektrisitet,279000,Tesla Model 3,Tesla Model 3 Long Range AWD Premium Autopilot Pano Skinn S & V,https://www.finn.no/car/used/ad.html?finnkode=343299121,2019
0281 Oslo,59696,2019-09-16,Elektrisitet,296147,Tesla Model 3,Tesla Model 3 MODEL 3 155KW,https://www.finn.no/car/used/ad.html?finnkode=322551482,2019
"Storemyrlia 1A, 4790 Lillesand",21500,2022-03-30,Elektrisitet,376900,Tesla Model 3,Tesla Model 3 SR+ 491KM-283HK RWD/LAV KM/AUTOPILOT/NYBILGARANTI/++,https://www.finn.no/car/used/ad.html?finnkode=343302469,2022
"Øvre Eikervei 75, 3048 Drammen",90000,2019-03-04,Elektrisitet,269000,Tesla Model 3,"Tesla Model 3 Long Range AWD,Autopilot 2,5,Netflix,Panorama,1Eier",https://www.finn.no/car/used/ad.html?finnkode=343306869,2019
3189 Horten,55000,2021-08-31,Elektrisitet,322129,Tesla Model 3,Tesla Model 3 Standard Range Plus RWD SR+,https://www.finn.no/car/used/ad.html?finnkode=341237261,2021

1162 Oslo,46500,2021-03-16,Elektrisitet,369000,Tesla Model 3,Tesla Model 3 Long Range AWD 19'' Sommerhjul - Premium int.,https://www.finn.no/car/used/ad.html?finnkode=343303671,2021

3150 Tolvsrød,83000,2019-06-12,Elektrisitet,269305,Tesla Model 3,Tesla Model 3 Long Range AWD,https://www.finn.no/car/used/ad.html?finnkode=343312026,2019
"Verksvegen 8, 7725 Steinkjer",70180,2019-12-13,Elektrisitet,325000,Tesla Model 3,Tesla Model 3 Long Range AWD 560KM WLTP Autopilot/H.feste,https://www.finn.no/car/used/ad.html?finnkode=343315660,2020
4032 Stavanger,43500,2019-03-27,Elektrisitet,318147,Tesla Model 3,Tesla Model 3 Long Range AWD FSD/HIFI/VINTER/LAV KM,https://www.finn.no/car/used/ad.html?finnkode=326237419,2019
"Dyrskuevegen 4, 2040 Kløfta",99300,2020-03-23,Elektrisitet,269900,Tesla Model 3,Tesla Model 3 Long Range/Autopilot/Premium Lyd/Krok/MCU2/Skinn/AWD,https://www.finn.no/car/used/ad.html?finnkode=343136006,2020
"Holthes vei 2, 4848 Arendal",53000,2021-02-22,Elektrisitet,379000,Tesla Model 3,"Tesla Model 3 LONG RANGE AWD / AUTOPILOT / PREMIUM / KROK / 19"" ALU",https://www.finn.no/car/used/ad.html?finnkode=343143262,2021


"Gøtå 15, 6036 Mauseidvåg",49000,2022-06-27,Elektrisitet,349800,Tesla Model 3,"Tesla Model 3 Standard Range+ Facelift,Premium,Autopilot,Ryzen,LED++",https://www.finn.no/car/used/ad.html?finnkode=343158130,2022
"Sandvikveien 9, 4016 Stavanger",86600,2019-06-11,Elektrisitet,289000,Tesla Model 3,Tesla Model 3 LR 4WD 560KM WLTP AUTOPILOT NYBILGARANTI KROK INNBYTTE,https://www.finn.no/car/used/ad.html?finnkode=343157980,2019
4250 Kopervik,62000,2021-06-18,Elektrisitet,316868,Tesla Model 3,Tesla Model 3 Standard Range Plus RWD,https://www.finn.no/car/used/ad.html?finnkode=326886713,2021

"Ulsmågvegen 24, 5224 Nesttun",29500,2021-11-23,Elektrisitet,299000,Tesla Model 3,Tesla Model 3 SR+ 448KM AP V.Pumpe Skinn 1 Eier Garanti Tilstandsrap.,https://www.finn.no/car/used/ad.html?finnkode=343154364,2021
5357 Fjell,41000,2022-09-05,Elektrisitet,442129,Tesla Model 3,Tesla Model 3 MODEL 3 158KW,https://www.finn.no/car/used/ad.html?finnkode=343157887,2022
"Martin Linges vei 25, 1364 Fornebu",69000,2020-12-28,Elektrisitet,349900,Tesla Model 3,Tesla Model 3 Long Range / FSD / Hengerfeste++,https://www.finn.no/car/used/ad.html?finnkode=343162474,2021
