area,distance,first_registration,fuel,price,search,title,url,year
"Hanabakken 2, 4328 Sandnes",138000,2018-06-27,Diesel,229000,Skoda Superb,Skoda Superb AUTOMAT / ALCANTARA / WEBASTO / KROK / ACC / NAVI,https://www.finn.no/car/used/ad.html?finnkode=342076062,2018
"Skibåsen 1, 4636 Kristiansand S",98118,2019-05-24,Diesel,369000,Skoda Superb,"Skoda Superb 2,0 TDI 190hk L&K 4x4 aut",https://www.finn.no/car/used/ad.html?finnkode=342093040,2019
"Energivegen 16, 2069 Jessheim",135850,2017-06-30,Diesel,287900,Skoda Superb,Skoda Superb 2.0TDI/190HK/DSG/LAURIN&KLEMENT/SKINN/ACC/CANTON/+++,https://www.finn.no/car/used/ad.html?finnkode=342095564,2018
"Skibåsen 1, 4636 Kristiansand S",85000,2019-03-08,Diesel,389000,Skoda Superb,Skoda Superb L&K D190 4X4 DSG7,https://www.finn.no/car/used/ad.html?finnkode=342099796,2019
"Liavegen 12, 5132 Nyborg",47600,2021-03-18,El + Bensin,354000,Skoda Superb,"Skoda Superb 1,4 TSI 218hk iV Sportline webasto",https://www.finn.no/car/used/ad.html?finnkode=341317403,2021
"Magnus Lagabøters veg 6, 7047 Trondheim",89715,2017-05-26,Diesel,228900,Skoda Superb,Skoda Superb 1.6TDi 120HK DSG|WEBASTO/NAVI/ACC/KEYLESS/CARPLAY/KROK+,https://www.finn.no/car/used/ad.html?finnkode=342077168,2017
"Skibåsen 1, 4636 Kristiansand S",127553,2019-05-20,Diesel,269000,Skoda Superb,Skoda Superb SPORTL TDI 150 DSG7,https://www.finn.no/car/used/ad.html?finnkode=342106713,2019
7088 Heimdal,178000,2017-03-09,Diesel,249990,Skoda Superb,Skoda Superb SUPERB Sportline 190 HK 4X4,https://www.finn.no/car/used/ad.html?finnkode=341794301,2017
"Skibåsen 1, 4636 Kristiansand S",205943,2014-09-18,Diesel,109000,Skoda Superb,Skoda Superb OUTDOOR TDI 105 DSG,https://www.finn.no/car/used/ad.html?finnkode=342103847,2015
9514 Alta,162000,2012-02-22,Diesel,114305,Skoda Superb,Skoda Superb SUPERB 1.6-105 D elegance (NY SERVICE),https://www.finn.no/car/used/ad.html?finnkode=342179765,2012
"Botnhågveien 10, 9308 Finnsnes",11500,2022-12-30,Diesel,559900,Skoda Superb,"Skoda Superb L&K,200HK,4x4,Navi,H.feste,Matrix,ACC,Varmer",https://www.finn.no/car/used/ad.html?finnkode=342173943,2022
"Strandveien 20B, 3050 Mjøndalen",236000,2012-07-25,Diesel,49000,Skoda Superb,Skoda Superb TDI 1.6- 105HK-NY REG REIM OG VANNPUPPE.,https://www.finn.no/car/used/ad.html?finnkode=342192525,2012
"Serviceveien 8, 1940 Bjørkelangen",132000,2020-03-06,Diesel,379000,Skoda Superb,Skoda Superb Scout 190 TDI 4M DSG - Canton - ACC - Web.- Krok,https://www.finn.no/car/used/ad.html?finnkode=342198503,2020
"Sandmoflata 2, 7093 Tiller",160000,2019-07-02,Diesel,309000,Skoda Superb,"Skoda Superb Stasjonsvogn, 4x4 , L&K, Krok, Webasto",https://www.finn.no/car/used/ad.html?finnkode=342197236,2019
"Skibåsen 15A, 4636 Kristiansand S",49670,2019-08-09,Diesel,329900,Skoda Superb,Skoda Superb 2.0-TDI-150HK-DSG*ACC*WEBASTO*KROK*PDC*NAVI*DAB*BT*AMBI,https://www.finn.no/car/used/ad.html?finnkode=342217293,2019
"Alfasetveien 11, 0668 Oslo",130275,2020-08-18,Diesel,319000,Skoda Superb,Skoda Superb Sup3fl stv l&k d190 4x4 dsg L&K/H.feste/Webasto/Canton,https://www.finn.no/car/used/ad.html?finnkode=342240209,2020
"Sportsveien 3, 3615 Kongsberg",113000,2017-11-01,Diesel,319000,Skoda Superb,"Skoda Superb 2,0 TDI 190hk Style 4x4 aut H.FESTE/WEBASTO/KAMERA",https://www.finn.no/car/used/ad.html?finnkode=342230500,2018
"Strømsveien 266, 0668 Oslo",99900,2011-12-30,Diesel,79000,Skoda Superb,"Skoda Superb 1,6 TDI CR Ambition",https://www.finn.no/car/used/ad.html?finnkode=342254921,2011
"Porsgrunnsvegen 192, 3735 Skien",309800,2013-10-30,Diesel,98000,Skoda Superb,Skoda Superb 2.0TDI 170hk 4X4 DSG /Xenon /Krok /Skinn /Webasto /LED+,https://www.finn.no/car/used/ad.html?finnkode=342248529,2014
,129900,2018-08-07,Diesel,218900,Skoda Superb,"Skoda Superb 1.6TDI 120HK,DSG,NAVI,WEBASTO,RYGGEKAMERA,PDC,ACC,NY EU",https://www.finn.no/car/used/ad.html?finnkode=342280560,2018
"Osloveien 23B, 3511 Hønefoss",93150,2021-10-27,El + Bensin,309000,Skoda Superb,"Skoda Superb STV 1,4 218hk Hybrid Style/ ACC/ Krok/ Kamera ++",https://www.finn.no/car/used/ad.html?finnkode=342301185,2022
"Magnus Lagabøters veg 6, 7047 Trondheim",99195,2019-05-15,Diesel,368900,Skoda Superb,Skoda Superb 2.0TDi 190HK DSG L&K 4x4|WEBASTO/ACC/R.KAM/CANTON/KROK,https://www.finn.no/car/used/ad.html?finnkode=342309021,2019
